ï»¿datetime,platform,username,candidate_name,text,comment_count,view_count,like_count,Sentiment,clean_tweet,remov_stop_words_tweet,lematiz_tweet
2024-01-21 23:51:07,X,IrvingGatell,Claudia Sheinbaum,'@Claudiashein P...ndeja. El fraude del 88 lo operÃ³ Bartlett. Primero deshÃ¡ganse de Ã©l y luego lÃ¡vense la boca.,0,0,0,negative,pndeja el fraude del lo opera bartlett primero deshaganse de al y luego lavense la boca,pndeja fraude opera bartlett primero deshaganse luego lavense boca,pndejo fraude operar bartlett primero deshaganse luego lavense boco
2024-04-07 16:36:37,X,Werattor,Claudia Sheinbaum,"'@Claudiashein Puras patraÃ±as en salud y educaciÃ³n estÃ¡s diciendo ""vamos a regresar lo que ya tenÃ­amos y nosotros lo destruimos*

Embarazada de 1000 dÃ­as 
ðððð Vas a regresar el tamiz que ya lo daban y ustedes lo quitaron. 

Eres una basura https://t.co/WFtTdyLi8X",0,0,0,negative,puras patraaas en salud y educacian estas diciendo vamos a regresar lo que ya tenaamos y nosotros lo destruimos embarazada de daas vas a regresar el tamiz que ya lo daban y ustedes lo quitaron eres una basura,puras patraaas salud educacian diciendo vamos regresar tenaamos destruimos embarazada daas vas regresar tamiz daban ustedes quitaron basura,pura patraaas salud educaciar decir ir regresar tenaamos destruimos embarazado daas vas regresar tamiz dar tú quitar basura
2024-03-15 18:09:49,X,mery_pozos,Claudia Sheinbaum,"ReuniÃ³n con las juventudes transformadoras de Jalisco. Liderazgos comprometidos con Jalisco y con con la prÃ³xima Presidenta de MÃ©xico, la Doctora @Claudiashein ð«¶ð»
#claudiapresidenta #claudiax2 #jalisco #4transformaciÃ³n #mÃ©xico #juventudes https://t.co/BIuMXLLY3U",0,0,0,neutral,reunian con las juventudes transformadoras de jalisco liderazgos comprometidos con jalisco y con con la praxima presidenta de maxico la doctora,reunian juventudes transformadoras jalisco liderazgos comprometidos jalisco praxima presidenta maxico doctora,reuniar juventud transformador jalisco liderazgo comprometido jalisco praximo presidenta maxico doctora
2024-06-02 07:44:16,X,MonederoJC,Claudia Sheinbaum,"Hoy, @Claudiashein va a ganar las elecciones en MÃ©xico, demostrando que hay cosas que sÃ­ se pueden.  Eso sÃ­, hay reglas. Te las cuento ð

https://t.co/gvKeIXeTIN",15,0,800,positive,hoy va a ganar las elecciones en maxico demostrando que hay cosas que sa se pueden eso sa hay reglas te las cuento,hoy va ganar elecciones maxico demostrando cosas sa pueden sa reglas cuento,hoy ir ganar elección maxico demostrar cosa so poder sa reglas cuento
2024-01-21 12:00:08,X,Pajaropolitico,Claudia Sheinbaum,"#OJO | La alcaldesa de Manzanillo, Griselda MartÃ­nez, acusÃ³ que fue expulsada de Morena por mencionar en una entrevista que presuntos integrantes del crimen organizado han aparecido en eventos de campaÃ±a de @Claudiashein. 
https://t.co/iIHXjm0Jjo",0,0,0,negative,la alcaldesa de manzanillo griselda martanez acusa que fue expulsada de morena por mencionar en una entrevista que presuntos integrantes del crimen organizado han aparecido en eventos de campaaa de,alcaldesa manzanillo griselda martanez acusa expulsada morena mencionar entrevista presuntos integrantes crimen organizado aparecido eventos campaaa,alcaldesa manzanillo griselda martanez acusar expulsado morena mencionar entrevista presunto integrante crimar organizado aparecido evento campaaa
2024-02-24 21:42:07,X,AvseFernando,Claudia Sheinbaum,"Hace 12 aÃ±os en San Juan del RÃ­o, QuerÃ©taro tuve la oportunidad de acompaÃ±ar el mitin de @lopezobrador_.  En 2006 tambiÃ©n estuvimos ahÃ­ apoyÃ¡ndolo, en el 2018 igual, y este. 2024 junto a la Dra @Claudiashein, nuestro movimiento avanza aunque afortunadamente sin el PRDâ¦ https://t.co/nbcS3ivzN8",0,0,0,positive,hace aaos en san juan del rao querataro tuve la oportunidad de acompaaar el mitin de en tambian estuvimos aha apoyandolo en el igual y este junto a la dra nuestro movimiento avanza aunque afortunadamente sin el prda,hace aaos san juan rao querataro oportunidad acompaaar mitin tambian aha apoyandolo igual junto dra movimiento avanza aunque afortunadamente prda,hacer aaos san juan rao querataro oportunidad acompaaar mitin tambiar aha apoyar él igual junto dra movimiento avanzar aunque afortunadamente prdo
2024-06-14 15:19:02,X,snmaiznohaypai,Claudia Sheinbaum,"FACHIZA LLEGÃ SU MADRE PRROS.
PRRAS Y PRRES.
â¦@Claudiasheinâ© https://t.co/xwn9N24LCj",0,0,56,negative,fachiza llega su madre prros prras y prres a,fachiza llega madre prros prras prres,fachizo llegar madre prro prra prr
2024-01-10 14:46:22,X,Rodpac,Claudia Sheinbaum,"En lugar de cosechar el Ã©xito de la reforma al sistema de pensiones de 2020, @lopezobrador_ optÃ³ por improvisar e incendiar la pradera por criterios de campaÃ±a dejando en una posiciÃ³n difÃ­cil a @Claudiashein https://t.co/PcHz1ECK4S",0,0,0,negative,en lugar de cosechar el axito de la reforma al sistema de pensiones de opta por improvisar e incendiar la pradera por criterios de campaaa dejando en una posician difacil a,lugar cosechar axito reforma sistema pensiones opta improvisar incendiar pradera criterios campaaa dejando posician difacil,lugar cosechar axito reforma sistema pensiones optar improvisar incendiar pradera criterio campaao dejar posician difacil
2024-07-05 16:04:40,X,ManuelGaleazz1R,Claudia Sheinbaum,"Mi hijo Gonzalo LÃ³pez BeltrÃ¡n no estarÃ¡ en el gobierno de @Claudiashein. Me lo dijo, ""Â¡me sentÃ­ contentÃ­simo! Se va a hacer cargo de la fÃ¡brica de chocolates que tiene en sociedad con AndrÃ©s (LÃ³pez Beltran"", respondiÃ³ @lopezobrador_. 

ContÃ³ que luego de ""las voladas"" de https://t.co/xDuYZlJYSK",3,0,88,positive,mi hijo gonzalo lapez beltran no estara en el gobierno de me lo dijo ame senta contentasimo se va a hacer cargo de la fabrica de chocolates que tiene en sociedad con andras lapez beltran respondia conta que luego de las voladas de,hijo gonzalo lapez beltran estara gobierno dijo ame senta contentasimo va hacer cargo fabrica chocolates sociedad andras lapez beltran respondia conta luego voladas,hijo gonzalo lapez beltrar estar gobierno decir ame sentar contentasimo ir hacer cargo fabrico chocolate sociedad andras lapez beltran respondia contar luego volada
2024-01-22 21:54:49,X,ignacio29487414,XÃ³chitl GÃ¡lvez,'@XochitlGalvez @ferbelaunzaran #XochiltGalvezPresidenta2024 https://t.co/vBo5ftpT67,0,0,0,neutral,,,
2024-03-09 00:31:38,X,JJDiazMachuca,Claudia Sheinbaum,"Una vez mÃ¡s gasean a las mujeres 
TambiÃ©n usan a granaderas de la Marina. 

Â¿CuÃ¡l pinche gobierno feminista de @lopezobrador_ y de @Claudiashein ?

El #NarcoPresidenteAMLO16 y la #NarcoCandidataClaudia15 son dictadores y represores. https://t.co/045PtaRaMv",0,0,0,negative,una vez mas gasean a las mujeres tambian usan a granaderas de la marina acual pinche gobierno feminista de y de el y la son dictadores y represores,vez mas gasean mujeres tambian usan granaderas marina acual pinche gobierno feminista dictadores represores,vez mas gasear mujer tambiar usar granadera marino acual pinche gobierno feminista dictador represor
2024-05-14 22:08:31,X,PiperThread,Jorge Ãlvarez MÃ¡ynez,"'@alitomorenoc Esta propuesta tomÃ³ por asalto a todos, pero es realmente necesario llegar a este punto para crear consciencia, el esquirol de @AlvarezMaynez debe declinar.
#MaynezDeclinaXMÃ©xico 
Y tambiÃ©n necesitamos los pronunciamientos de @MarkoCortes #MarkoFaltasTu",7,0,86,negative,esta propuesta toma por asalto a todos pero es realmente necesario llegar a este punto para crear consciencia el esquirol de debe declinar y tambian necesitamos los pronunciamientos de,propuesta toma asalto realmente necesario llegar punto crear consciencia esquirol debe declinar tambian necesitamos pronunciamientos,propuesta tomar asalto realmente necesario llegar punto crear consciencia esquirol deber declinar tambiar necesitar pronunciamiento
2024-05-04 20:07:00,X,caroescer,Jorge Ãlvarez MÃ¡ynez,"â ï¸Oye @AlvarezMaynez en que momento dejaste de ser opositor para convertirte en esquirol y trabajar sucio a favor de la  #CandidataDeLaMuerte si, para la #NarcoCandidataClaudiaâ https://t.co/NFLQEW2UHs",17,0,339,negative,aioye en que momento dejaste de ser opositor para convertirte en esquirol y trabajar sucio a favor de la si para la,aioye momento dejaste ser opositor convertirte esquirol trabajar sucio favor si,aioir momento dejaste ser opositor convertirte esquirol trabajar sucio favor si
2024-06-13 16:36:02,X,aramirezcuellar,Claudia Sheinbaum,"Muchas gracias a #LosPeriodistas, @alvaro_delgado y @manolo_gv, por el espacio de ayer en @sinembargo. Fue un gusto conversar sobre el triunfo de @claudiashein, de mi labor como coordinador de sectores productivos, y la responsabilidad de formar parte del segundo piso de laâ¦ https://t.co/BUEXQdPtAB",1,0,32,positive,muchas gracias a y por el espacio de ayer en fue un gusto conversar sobre el triunfo de de mi labor como coordinador de sectores productivos y la responsabilidad de formar parte del segundo piso de laa,muchas gracias espacio ayer gusto conversar triunfo labor coordinador sectores productivos responsabilidad formar parte segundo piso laa,mucho gracia espacio ayer gusto conversar triunfo labor coordinador sector productivo responsabilidad formar parte segundo piso lao
2024-01-25 20:55:58,X,dinomadridmx,XÃ³chitl GÃ¡lvez,"Tal como se venia adviertiendo desde hace meses. 

La partidocracia que se disfrazÃ³ de color rosa solo estÃ¡ usando a @XochitlGalvez para acceder a los espacios pluris. 

Siguen hundiÃ©ndose y no se dan cuenta.",0,0,0,negative,tal como se venia adviertiendo desde hace meses la partidocracia que se disfraza de color rosa solo esta usando a para acceder a los espacios pluris siguen hundiandose y no se dan cuenta,tal venia adviertiendo hace meses partidocracia disfraza color rosa solo usando acceder espacios pluris siguen hundiandose dan cuenta,tal venia advertir hacer mes partidocracia disfrazar color rosa solo usar acceder espacio pluri seguir hundiar él dar cuenta
2024-01-23 09:39:42,X,MaraC16,XÃ³chitl GÃ¡lvez,"Imaginen cuÃ¡nto tiempo pasÃ³ Berta @XochitlGalvez construyendo su personaje de mentiras, no pensÃ³ que al exponerse al escrutinio pÃºblico, Ã©ste se desmoronarÃ­a pieza por pieza. En realidad sus votantes no son por ella, sino por el odio-clasismo-racismo en contra de AMLO y la 4T. https://t.co/423hVtCxHI",0,0,0,negative,imaginen cuanto tiempo pasa berta construyendo su personaje de mentiras no pensa que al exponerse al escrutinio pablico aste se desmoronaraa pieza por pieza en realidad sus votantes no son por ella sino por el odioclasismoracismo en contra de amlo y la t,imaginen cuanto tiempo pasa berta construyendo personaje mentiras pensa exponerse escrutinio pablico aste desmoronaraa pieza pieza realidad votantes sino odioclasismoracismo amlo t,imaginir cuanto tiempo pasar berta construir personaje mentira pensar exponer él escrutinio pablico aste desmoronaraa pieza pieza realidad votante sino odioclasismoracismo amlo t
2024-06-03 19:08:36,X,NefertariiIV,Jorge Ãlvarez MÃ¡ynez,"Jajajaja oigan, y el esquirol?
@AlvarezMaynez desbloquÃ©ame wei, ya te perdonamos. https://t.co/NXv6lXlNLl",6,0,30,negative,jajajaja oigan y el esquirol desbloquaame wei ya te perdonamos,jajajaja oigan esquirol desbloquaame wei perdonamos,jajajaja oigar esquirol desbloquaame wei perdonar
2024-02-24 19:18:27,X,El_Enigma,Claudia Sheinbaum,"'@kenialopezr @Claudiashein Es que la CDMX con estos gobiernos de Morena han demostrado son pura corrupciÃ³n
#LaCDMXSeCae
#SeLesCayoLaCiudad",0,0,0,negative,es que la cdmx con estos gobiernos de morena han demostrado son pura corrupcian,cdmx gobiernos morena demostrado pura corrupcian,cdmx gobierno morén demostrado puro corrupciar
2024-06-02 19:07:21,X,JPAlGd,XÃ³chitl GÃ¡lvez,"Y adivinen queâ¦

@XochitlGalvez no se quiso meter en la fila.",0,0,110,negative,y adivinen quea no se quiso meter en la fila,adivinen quea quiso meter fila,adivinir quea querer meter fila
2024-03-07 21:35:35,X,LaloUrbanoM,Claudia Sheinbaum,"AdemÃ¡sâ¦ @Claudiashein dijo lo del satÃ©lite como si fuera la primera vez que #MÃ©xico lanza satÃ©lites, esa cosa en verdad es corrupta, mentirosa, asesina y pâ¦ ð¤¦ð»ââï¸",0,0,0,negative,ademasa dijo lo del satalite como si fuera la primera vez que lanza satalites esa cosa en verdad es corrupta mentirosa asesina y pa aai,ademasa dijo satalite si primera vez lanza satalites cosa verdad corrupta mentirosa asesina pa aai,ademasar decir satalite si primero vez lanzar satalit cós verdad corrupto mentirosa asesino pa aai
2024-01-11 23:09:21,X,brozo7216,XÃ³chitl GÃ¡lvez,'@XochitlGalvez Si a libersrnos pero de las ratas como tu !!ððððððððð https://t.co/s65DmoZd9a,0,0,0,neutral,si a libersrnos pero de las ratas como tu,si libersrnos ratas,si libersrno rata
2024-06-11 00:15:18,X,juncalssolano,Claudia Sheinbaum,"#ConferenciaPresidenta | ""La verdad siempre lo he dicho:

Â¡Es un honor estar con AndrÃ©s Manuel LÃ³pez Obrador!

...y somos parte de este gran proyecto de nuestro paÃ­s y es la primera reuniÃ³n de muchas que tendrÃ©""; @Claudiashein. https://t.co/hvGinpZotK",26,0,1180,positive,la verdad siempre lo he dicho aes un honor estar con andras manuel lapez obrador y somos parte de este gran proyecto de nuestro paas y es la primera reunian de muchas que tendra,verdad siempre dicho aes honor andras manuel lapez obrador parte gran proyecto paas primera reunian muchas tendra,verdad siempre dicho aes honor andra manuel lapez obrador parte gran proyecto paas primero reuniar mucho tendra
2024-04-23 20:08:19,X,Capitan__Nemo,XÃ³chitl GÃ¡lvez,"'@XochitlGalvez Los populistas mienten por sistemaâ¦
#LaCalca no es excepciÃ³n: #ClaudiaMiente;
quien reproche, le cae el anatema,
quien le encare al #NarcoPresidenteAMLO45
que solamente tira pura crema,
se convierte en cliente de la serpiente,
ya que, esta necia realidad
se empeÃ±a en imprimir suâ¦ https://t.co/IYJzpP4YJC",10,0,34,negative,los populistas mienten por sistemaa no es excepcian quien reproche le cae el anatema quien le encare al que solamente tira pura crema se convierte en cliente de la serpiente ya que esta necia realidad se empeaa en imprimir sua,populistas mienten sistemaa excepcian reproche cae anatema encare solamente tira pura crema convierte cliente serpiente necia realidad empeaa imprimir sua,populista mentir sistemaa excepciar reproche caer anatema encare solamente tirar puro crema convertir cliente serpiente necia realidad empeaa imprimir sua
2024-06-24 13:40:02,X,Carloslopezjone,Claudia Sheinbaum,"Sin certidumbre, sin energÃ­a verde abundante, sin seguridad en carreteras, las inversiones no van a llegar al paÃ­s como podrÃ­an hacerlo 
.
Sra â¦@Claudiasheinâ© 
.
Â¡PÃ³ngase a trabajar! 
.
La gente quiere empleos bien pagados y apoyos que solo se pueden dar, si hay impuestos https://t.co/0Lxjr1w9Tg",26,0,252,negative,sin certidumbre sin energaa verde abundante sin seguridad en carreteras las inversiones no van a llegar al paas como podraan hacerlo sra a apangase a trabajar la gente quiere empleos bien pagados y apoyos que solo se pueden dar si hay impuestos,certidumbre energaa verde abundante seguridad carreteras inversiones van llegar paas podraan hacerlo sra apangase trabajar gente quiere empleos bien pagados apoyos solo pueden dar si impuestos,certidumbre energaa verde abundante seguridad carretero inversión ir llegar paas podraan hacer él sra apangar trabajar gente querer empleo bien pagado apoyo solo poder dar si impuesto
2024-05-07 14:48:46,X,CarlosTorresF_,Jorge Ãlvarez MÃ¡ynez,"El esquirol de @lopezobrador_ y de la que se le cayÃ³ el metro @AlvarezMaynez no tiene ninguna posibilidad de ganar. Su pase al basurero de la historia estÃ¡ sÃ³lo esperando el trÃ¡mite.

A menos de un mes de la elecciÃ³n, el voto Ãºtil es para @XochitlGalvez. https://t.co/ZQA936EIKA",5,0,244,negative,el esquirol de y de la que se le caya el metro no tiene ninguna posibilidad de ganar su pase al basurero de la historia esta salo esperando el tramite a menos de un mes de la eleccian el voto atil es para,esquirol caya metro ninguna posibilidad ganar pase basurero historia salo esperando tramite menos mes eleccian voto atil,esquirol caya metro ninguno posibilidad ganar pase basurero historia salo esperar tramite menos mes elecciar voto atil
2024-03-19 19:58:24,X,chiquis0922,XÃ³chitl GÃ¡lvez,"Como en Morena saben que van perdiendo, recurren a la manipulaciÃ³n de las masas porque es lo Ãºnico que les queda pues no hay nada quÃ© presumir, con resultados fatales de su gobernar

Vamos a sacarlos con @XochitlGalvez, a ella la respaldamos los #HijosDeMx

#MxConXochitl https://t.co/AcNXdzNbAo",0,0,0,negative,como en morena saben que van perdiendo recurren a la manipulacian de las masas porque es lo anico que les queda pues no hay nada qua presumir con resultados fatales de su gobernar vamos a sacarlos con a ella la respaldamos los,morena saben van perdiendo recurren manipulacian masas anico queda pues qua presumir resultados fatales gobernar vamos sacarlos respaldamos,morena saber ir perder recurren manipulaciar masa anico quedar pues qua presumir resultado fatal gobernar ir sacar él respaldamo
2024-03-16 19:18:36,X,morena_ny1,Claudia Sheinbaum,"Proyecto de NaciÃ³n presentado por nuestra futura Presidenta @Claudiashein ð«¡ð«¡ð¥ð¥
Este #2DeJunio haremos historia, otra vez!âï¸

#EsClaudiaPresidenta2024 
#AdultosMayores
#JÃ³venesConstruyendoElFuturo
#4T
#ClaudiaPresidenta
#ClaudiaSheinbaum 
#MigrantesConMorena https://t.co/slbPnaNh3G",0,0,0,neutral,proyecto de nacian presentado por nuestra futura presidenta este haremos historia otra vezai,proyecto nacian presentado futura presidenta haremos historia vezai,proyecto naciar presentado futuro presidenta hacer historia vezai
2024-06-15 05:42:56,X,cvillavicenci0,Claudia Sheinbaum,'@Rocha4T @Claudiashein Que arrastrado! No les importa tener en su espalda la muerte de alguien y hacer grande a alguien que solo fue a ver al muerto he irse. Justicia es lo justo,6,0,47,negative,que arrastrado no les importa tener en su espalda la muerte de alguien y hacer grande a alguien que solo fue a ver al muerto he irse justicia es lo justo,arrastrado importa tener espalda muerte alguien hacer grande alguien solo ver muerto irse justicia justo,arrastrado importar tener espalda muerte alguien hacer grande alguien solo ver muerto ir él justicia justo
2024-06-03 01:39:07,X,avieu,Jorge Ãlvarez MÃ¡ynez,"MÃ­nimo que salga @AlvarezMaynez a ofrecer disculpas por gastar nuestro dinero a lo menso, por mentir y por esquirol!",56,0,3597,negative,manimo que salga a ofrecer disculpas por gastar nuestro dinero a lo menso por mentir y por esquirol,manimo salga ofrecer disculpas gastar dinero menso mentir esquirol,manimo salir ofrecer disculpas gastar dinero menso mentir esquirol
2024-01-15 14:51:29,X,BenjaminRoblesM,Claudia Sheinbaum,"SerÃ© breve ðð¾

@Claudiashein, prÃ³xima presidenta de MÃ©xico ð²ð½ #Claudia2024 https://t.co/lhvnZHwSX6",0,0,0,neutral,sera breve praxima presidenta de maxico,sera breve praxima presidenta maxico,sero breve praximo presidenta maxico
2024-01-09 15:35:04,X,lialimon,Claudia Sheinbaum,"'@Claudiashein Si como no, y el espionaje ilegal del que fuimos objeto muchos? Supongo que por eso necesita fuero no?",0,0,0,negative,si como no y el espionaje ilegal del que fuimos objeto muchos supongo que por eso necesita fuero no,si espionaje ilegal objeto supongo necesita fuero,si espionaje ilegal objeto supongo necesitar fuero
2024-01-17 16:28:02,X,BSV_Velasco10,Jorge Ãlvarez MÃ¡ynez,"'@HernanGomezB @XochitlGalvez @Claudiashein @AlvarezMaynez Seamos realistas: la gente estÃ¡ cansada de ver tantos spots de campaÃ±as en TV y radio y salen con querer hacer mÃ¡s debates. Â¿Para quÃ©? Para que se ataquen con insultos y sin propuestas.
GÃ¡lvez provoca porque sabe que va en picada. Si fuese al revÃ©s no dirÃ­a nada.

AsÃ­ de simple.",0,0,0,negative,seamos realistas la gente esta cansada de ver tantos spots de campaaas en tv y radio y salen con querer hacer mas debates apara qua para que se ataquen con insultos y sin propuestas galvez provoca porque sabe que va en picada si fuese al revas no diraa nada asa de simple,realistas gente cansada ver tantos spots campaaas tv radio salen querer hacer mas debates apara qua ataquen insultos propuestas galvez provoca sabe va picada si revas diraa asa simple,realista gente cansadar ver tanto spot campaaas tv radio salir querer hacer mas debate apar qua atacar insulto propuesto galvez provocar sabe ir picado si reva diraa asa simple
2024-01-25 21:38:42,X,JJDiazMachuca,Claudia Sheinbaum,'@RicardoBSalinas @lopezobrador_ @Claudiashein @tatclouthier @cesarwwmkt1 Todos los dÃ­as y a todas horas,0,0,0,neutral,todos los daas y a todas horas,daas todas horas,daas todo hora
2024-02-16 19:52:36,X,caminante1012,XÃ³chitl GÃ¡lvez,ÃXITO: EstÃ¡n superando todas las Expectativas las Conferencias de la Verdadâ¦@kenialopezr una Senadora incansable como @XochitlGalvez y la Presidenta de Facto ya estÃ¡ marcando la Agenda Naciona e Internacional de MÃ©xico ðð¼ðð¼@ildefonsogv @edelamadrid @SantiagoCreelM @maxcortazarl https://t.co/sp4eAYZj63,0,0,0,positive,axito estan superando todas las expectativas las conferencias de la verdada una senadora incansable como y la presidenta de facto ya esta marcando la agenda naciona e internacional de maxico,axito estan superando todas expectativas conferencias verdada senadora incansable presidenta facto marcando agenda naciona internacional maxico,axito estan superar todo expectativa conferencia verdado senadoro incansable presidenta facto marcar agendo nación internacional maxico
2024-01-03 03:45:25,X,daguix9099,Claudia Sheinbaum,'@catrina_nortena @Rommel_Pacheco @mario_delgado @laoctavadigital No hay que soltar a @mario_delgado quÃ© no aparece esperando que pasen los dÃ­as y que se nos olvide y sus secuaces en @PartidoMorenaMx callad@s. cc @Claudiashein @lopezobrador_ @demonio @dios @aquienxingaos,0,0,0,negative,no hay que soltar a qua no aparece esperando que pasen los daas y que se nos olvide y sus secuaces en callad cc,soltar qua aparece esperando pasen daas olvide secuaces callad cc,soltar qua aparecer esperar par daas olvidar secuaces callad cc
2024-04-02 19:40:29,X,ferdoval,XÃ³chitl GÃ¡lvez,"Lleno total y gran recibiendo de la comunidad del @ITAM_mx a @XochitlGalvez.

Una candidata que escucha a los jÃ³venes con apertura y disposiciÃ³n al diÃ¡logo https://t.co/Sifw5tpo6p",0,0,0,positive,lleno total y gran recibiendo de la comunidad del a una candidata que escucha a los javenes con apertura y disposician al dialogo,lleno total gran recibiendo comunidad candidata escucha javenes apertura disposician dialogo,lleno total gran recibir comunidad candidato escuchar javén aperturar disposiciar dialogo
2024-04-21 22:21:32,X,mIourdeseliza,Claudia Sheinbaum,"'@patOCarranza @nancyortiz_ @Claudiashein Hubo tiempos donde era estÃºpidamente barato

Y nodos de ratas, descuidados y vomitados

Lo bueno cuesta

TambiÃ©n pueden por $100 tener un streaming en casa y comer todo lo que deseen, nadie los obliga a ir al cine.",2,0,73,negative,hubo tiempos donde era estapidamente barato y nodos de ratas descuidados y vomitados lo bueno cuesta tambian pueden por tener un streaming en casa y comer todo lo que deseen nadie los obliga a ir al cine,tiempos estapidamente barato nodos ratas descuidados vomitados bueno cuesta tambian pueden tener streaming casa comer deseen nadie obliga ir cine,tiempo estapidamente barato nodo rata descuidado vomitado bueno costar tambiar poder tener streaming casa comer deseir nadie obligar ir cine
2024-04-07 22:46:48,X,LaIrreverente4T,Claudia Sheinbaum,"Hice hamburguesas para comer, en el previo al #DebateDelINE y acompaÃ±ar a nuestra futura presidenta â¦@Claudiasheinâ© con la panza llena y el corazÃ³n contento. 

Camparmisaaaa.. ð¥³ð

#ClaudiaArrasaEnElDebate 
#ClaudiaPresidenta ðâ¤ï¸ð²ð½
#XÃ³chitlYaPerdiÃ³ https://t.co/yAAKmJSGyo",0,0,0,neutral,hice hamburguesas para comer en el previo al y acompaaar a nuestra futura presidenta a con la panza llena y el corazan contento camparmisaaaa ai,hice hamburguesas comer previo acompaaar futura presidenta panza llena corazan contento camparmisaaaa ai,hacer hamburguesos comer previo acompaaar futuro presidenta panza lleno corazar contento camparmisaaaa ai
2024-05-19 16:40:50,X,Gabyosoriohdz,Claudia Sheinbaum,"No olvides que hoy es el Ãltimo Debate Presidencial ð²ð½

Vamos a apoyar a la Dra @Claudiashein nuestra prÃ³xima presidenta de MÃ©xico. 

Este 2 de Junio salgamos a votar para construir el Segundo Piso de la Cuarta TransformaciÃ³n. ðâ¤ï¸

#HoyGanaClaudia #Alcaldesa24siete https://t.co/cs5gLE0ke0",207,0,302,neutral,no olvides que hoy es el altimo debate presidencial vamos a apoyar a la dra nuestra praxima presidenta de maxico este de junio salgamos a votar para construir el segundo piso de la cuarta transformacian ai,olvides hoy altimo debate presidencial vamos apoyar dra praxima presidenta maxico junio salgamos votar construir segundo piso cuarta transformacian ai,olvid hoy altimo debate presidencial ir apoyar dra praximo presidenta maxico junio salgamos votar construir segundo piso cuarto transformaciar ai
2024-04-29 15:27:59,X,FernandoSotoHay,Claudia Sheinbaum,"Oye @Claudiashein, video de tu esposo extorsionando un empresario que te recordÃ³ @XochitlGalvez, aunque tenga varios aÃ±os de que se evidenciÃ³, sigue y seguirÃ¡ reflejando la corrupciÃ³n de la que eras y eres parte porque con esa lana te fuiste de viaje a Europa, entre otras cosas https://t.co/QHMXQmLcak",3,0,168,negative,oye video de tu esposo extorsionando un empresario que te recorda aunque tenga varios aaos de que se evidencia sigue y seguira reflejando la corrupcian de la que eras y eres parte porque con esa lana te fuiste de viaje a europa entre otras cosas,oye video esposo extorsionando empresario recorda aunque varios aaos evidencia sigue seguira reflejando corrupcian parte lana viaje europa cosas,oir video esposo extorsionar empresario recordar aunque varios aao evidenciar seguir seguirar reflejar corrupciar parte lán viaje europa cosa
2024-03-22 18:19:22,X,lasillarota,XÃ³chitl GÃ¡lvez,"La candidata presidencial del #PRI, #PAN y #PRD, @XochitlGalvez, aclara que no es derechista, que nunca ha tenido acercamiento con el partido de ultra derecha espaÃ±ol, #Vox, y que no quiere su apoyo en estas elecciones https://t.co/hR5JNgi5Pu",0,0,0,negative,la candidata presidencial del y aclara que no es derechista que nunca ha tenido acercamiento con el partido de ultra derecha espaaol y que no quiere su apoyo en estas elecciones,candidata presidencial aclara derechista nunca acercamiento partido ultra derecha espaaol quiere apoyo elecciones,candidata presidencial aclarar derechista nunca acercamiento partido ultra derecho espaaol querer apoyo elección
2024-07-07 16:35:23,X,gobiernosonora,Claudia Sheinbaum,"ð  El gobernador @AlfonsoDurazo junto al presidente @lopezobrador_ y la presidenta electa @Claudiashein evaluaron los avances de la modernizaciÃ³n del Puerto de Guaymas.

El proyecto presidencial que ha detonado la economÃ­a y la atracciÃ³n turÃ­stica para convertirlo nuevamente en https://t.co/QUEFL1sMZL",0,0,33,positive,el gobernador junto al presidente y la presidenta electa evaluaron los avances de la modernizacian del puerto de guaymas el proyecto presidencial que ha detonado la economaa y la atraccian turastica para convertirlo nuevamente en,gobernador junto presidente presidenta electa evaluaron avances modernizacian puerto guaymas proyecto presidencial detonado economaa atraccian turastica convertirlo nuevamente,gobernador junto presidente presidento electa evaluar avance modernizacian puerto guaymos proyecto presidencial detonado economaa atracciar turastico convertir él nuevamente
2024-05-30 22:04:45,X,EmilioVallejoRL,Claudia Sheinbaum,"'@Claudiashein No mereces enarbolar la bellÃ­sima bandera de las tres garantÃ­as. Formas parte del movimiento de gusanos cobardes traidores a la patria que le entregaron nuestra naciÃ³n a los criminales que a diario perpetran las mÃ¡s inenarrables atrocidades.

MÃ©xico les cobrarÃ¡ muy caro la",66,0,484,negative,no mereces enarbolar la bellasima bandera de las tres garantaas formas parte del movimiento de gusanos cobardes traidores a la patria que le entregaron nuestra nacian a los criminales que a diario perpetran las mas inenarrables atrocidades maxico les cobrara muy caro la,mereces enarbolar bellasima bandera tres garantaas formas parte movimiento gusanos cobardes traidores patria entregaron nacian criminales diario perpetran mas inenarrables atrocidades maxico cobrara caro,merez enarbolar bellasimo bandera tres garantaas forma partir movimiento gusanos cobard traidor patria entregar naciar criminal diario perpetrar mas inenarrabl atrocidad maxico cobrar caro
